var_from,var_to,corr
SFA 8:0 (Octanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.2056
Lactate dehydrogenase LDH (U/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0528
"Vitamin A, RAE (mcg)",PFA 20:4 (Eicosatetraenoic) (gm),0.1967
Retinol (mcg),PFA 20:4 (Eicosatetraenoic) (gm),0.1907
Blood urea nitrogen (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0891
Selenium (mcg),PFA 20:4 (Eicosatetraenoic) (gm),0.3993
Lymphocyte percent (%),PFA 20:4 (Eicosatetraenoic) (gm),0.0066
"Bilirubin, total (umol/L)",PFA 20:4 (Eicosatetraenoic) (gm),0.0555
Monocyte number,PFA 20:4 (Eicosatetraenoic) (gm),0.0497
Alanine aminotransferase ALT (U/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0343
Hemoglobin (g/dL),PFA 20:4 (Eicosatetraenoic) (gm),0.0399
Chloride (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),-9e-04
Alkaline phosphotase (U/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0484
SFA 4:0 (Butanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.2689
Uric acid (umol/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0387
Mean cell volume (fL),PFA 20:4 (Eicosatetraenoic) (gm),0.0748
Total saturated fatty acids (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.3604
Total polyunsaturated fatty acids (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.2595
Total sugars (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.188
Total protein (g/L),PFA 20:4 (Eicosatetraenoic) (gm),-0.0714
Basophils percent (%),PFA 20:4 (Eicosatetraenoic) (gm),-0.0199
Vitamin C (mg),PFA 20:4 (Eicosatetraenoic) (gm),0.1102
Vitamin B12 (mcg),PFA 20:4 (Eicosatetraenoic) (gm),0.3821
Globulin (g/L),PFA 20:4 (Eicosatetraenoic) (gm),-0.0821
Creatinine (umol/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0603
Sodium (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),-0.0063
Monocyte percent (%),PFA 20:4 (Eicosatetraenoic) (gm),0.0675
Basophils number,PFA 20:4 (Eicosatetraenoic) (gm),-0.0315
PFA 22:5 (Docosapentaenoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.2689
Phosphorus (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0292
"Glucose, serum (mmol/L)",PFA 20:4 (Eicosatetraenoic) (gm),-0.0213
Hematocrit (%),PFA 20:4 (Eicosatetraenoic) (gm),0.025
Segmented neutrophils number,PFA 20:4 (Eicosatetraenoic) (gm),-0.0205
Theobromine (mg),PFA 20:4 (Eicosatetraenoic) (gm),0.0128
Gamma glutamyl transferase (U/L),PFA 20:4 (Eicosatetraenoic) (gm),-0.0655
Potassium (mg),PFA 20:4 (Eicosatetraenoic) (gm),0.2999
SFA 16:0 (Hexadecanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.3737
"Albumin, urine (mg/L) SI",PFA 20:4 (Eicosatetraenoic) (gm),-0.0838
Albumin (g/L),PFA 20:4 (Eicosatetraenoic) (gm),-3e-04
SFA 18:0 (Octadecanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.3705
Platelet count SI (1000 cells/uL),PFA 20:4 (Eicosatetraenoic) (gm),-0.0364
Vitamin B6 (mg),PFA 20:4 (Eicosatetraenoic) (gm),0.2325
SFA 6:0 (Hexanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.2638
SFA 12:0 (Dodecanoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.275
Cholesterol (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),-0.0486
"Iron, refigerated (umol/L)",PFA 20:4 (Eicosatetraenoic) (gm),-0.0044
Total calcium (mmol/L),PFA 20:4 (Eicosatetraenoic) (gm),0.0427
Segmented neutrophils percent (%),PFA 20:4 (Eicosatetraenoic) (gm),-0.0193
Glycohemoglobin (%),PFA 20:4 (Eicosatetraenoic) (gm),-0.0569
Eosinophils percent (%),PFA 20:4 (Eicosatetraenoic) (gm),-0.0114
Phosphorus (mg),PFA 20:4 (Eicosatetraenoic) (gm),0.3355
PFA 22:6 (Docosahexaenoic) (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.3229
Protein (gm),PFA 20:4 (Eicosatetraenoic) (gm),0.4281
Mean platelet volume (fL),PFA 20:4 (Eicosatetraenoic) (gm),-0.0036
Theobromine (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.083
Potassium (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1878
Vitamin C (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1132
Globulin (g/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0398
White blood cell count (1000 cells/uL),PFA 20:5 (Eicosapentaenoic) (gm),-0.0273
Basophils percent (%),PFA 20:5 (Eicosapentaenoic) (gm),0.0159
Hematocrit (%),PFA 20:5 (Eicosapentaenoic) (gm),0.0112
SFA 8:0 (Octanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1081
Hemoglobin (g/dL),PFA 20:5 (Eicosapentaenoic) (gm),-0.0021
Alkaline phosphotase (U/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0664
Bicarbonate (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0031
Phosphorus (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0415
Glycohemoglobin (%),PFA 20:5 (Eicosapentaenoic) (gm),-0.0385
Total fat (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1717
Retinol (mcg),PFA 20:5 (Eicosapentaenoic) (gm),0.1404
SFA 12:0 (Dodecanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1302
Mean platelet volume (fL),PFA 20:5 (Eicosapentaenoic) (gm),0.012
Potassium (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0137
Lymphocyte number,PFA 20:5 (Eicosapentaenoic) (gm),-0.0322
Eosinophils number,PFA 20:5 (Eicosapentaenoic) (gm),-0.021
SFA 18:0 (Octadecanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1349
Gamma glutamyl transferase (U/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.04
Creatinine (umol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0635
Lactate dehydrogenase LDH (U/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0418
Sodium (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0129
Aspartate aminotransferase AST (U/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0439
Osmolality (mmol/Kg),PFA 20:5 (Eicosapentaenoic) (gm),0.0539
Segmented neutrophils percent (%),PFA 20:5 (Eicosapentaenoic) (gm),-0.0075
SFA 4:0 (Butanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1086
Uric acid (umol/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0043
Sodium (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1452
Red blood cell count (million cells/uL),PFA 20:5 (Eicosapentaenoic) (gm),-0.0067
Red cell distribution width (%),PFA 20:5 (Eicosapentaenoic) (gm),-0.0217
Zinc (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1269
Vitamin B12 (mcg),PFA 20:5 (Eicosapentaenoic) (gm),0.1092
Platelet count SI (1000 cells/uL),PFA 20:5 (Eicosapentaenoic) (gm),-0.0312
Chloride (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0146
Blood urea nitrogen (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),0.0971
Total saturated fatty acids (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1433
Thiamin (Vitamin B1) (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1082
Total protein (g/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0509
"Albumin, urine (mg/L) SI",PFA 20:5 (Eicosapentaenoic) (gm),-0.0641
Alanine aminotransferase ALT (U/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0673
"Bilirubin, total (umol/L)",PFA 20:5 (Eicosapentaenoic) (gm),-0.0296
Cholesterol (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0698
Monocyte number,PFA 20:5 (Eicosapentaenoic) (gm),-0.0082
SFA 10:0 (Decanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.096
Monocyte percent (%),PFA 20:5 (Eicosapentaenoic) (gm),0.0148
Basophils number,PFA 20:5 (Eicosapentaenoic) (gm),0.047
"Iron, refigerated (umol/L)",PFA 20:5 (Eicosapentaenoic) (gm),-0.0935
PFA 22:6 (Docosahexaenoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.6469
Vitamin K (mcg),PFA 20:5 (Eicosapentaenoic) (gm),0.1904
Riboflavin (Vitamin B2) (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1523
SFA 14:0 (Tetradecanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1035
"Vitamin A, RAE (mcg)",PFA 20:5 (Eicosapentaenoic) (gm),0.1503
Selenium (mcg),PFA 20:5 (Eicosapentaenoic) (gm),0.2334
Lymphocyte percent (%),PFA 20:5 (Eicosapentaenoic) (gm),-0.0056
"Glucose, serum (mmol/L)",PFA 20:5 (Eicosapentaenoic) (gm),0.0305
SFA 16:0 (Hexadecanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1574
Total sugars (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1112
Mean cell hemoglobin (pg),PFA 20:5 (Eicosapentaenoic) (gm),0.0072
Triglycerides (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.1114
Vitamin B6 (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.2112
Protein (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.2287
Albumin (g/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0241
SFA 6:0 (Hexanoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.1163
Cotinine (ng/mL),PFA 20:5 (Eicosapentaenoic) (gm),-0.0504
Eosinophils percent (%),PFA 20:5 (Eicosapentaenoic) (gm),0.0735
Mean cell volume (fL),PFA 20:5 (Eicosapentaenoic) (gm),0.0292
Phosphorus (mg),PFA 20:5 (Eicosapentaenoic) (gm),0.1887
Segmented neutrophils number,PFA 20:5 (Eicosapentaenoic) (gm),-0.0222
Total polyunsaturated fatty acids (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.226
PFA 22:5 (Docosapentaenoic) (gm),PFA 20:5 (Eicosapentaenoic) (gm),0.5553
Total calcium (mmol/L),PFA 20:5 (Eicosapentaenoic) (gm),-0.0273
Theobromine (mg),PFA 22:5 (Docosapentaenoic) (gm),0.0404
Vitamin C (mg),PFA 22:5 (Docosapentaenoic) (gm),0.077
PFA 22:6 (Docosahexaenoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.6643
Basophils number,PFA 22:5 (Docosapentaenoic) (gm),-0.0264
SFA 16:0 (Hexadecanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0571
Potassium (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0132
Gamma glutamyl transferase (U/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0576
Total calcium (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0994
Alanine aminotransferase ALT (U/L),PFA 22:5 (Docosapentaenoic) (gm),-0.025
Monocyte percent (%),PFA 22:5 (Docosapentaenoic) (gm),0.0334
Chloride (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0305
Riboflavin (Vitamin B2) (mg),PFA 22:5 (Docosapentaenoic) (gm),0.1116
Alkaline phosphotase (U/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0646
Uric acid (umol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0239
Lactate dehydrogenase LDH (U/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0155
Zinc (mg),PFA 22:5 (Docosapentaenoic) (gm),0.0596
Lymphocyte percent (%),PFA 22:5 (Docosapentaenoic) (gm),-0.0144
"Bilirubin, total (umol/L)",PFA 22:5 (Docosapentaenoic) (gm),0.035
Monocyte number,PFA 22:5 (Docosapentaenoic) (gm),1e-04
Total polyunsaturated fatty acids (gm),PFA 22:5 (Docosapentaenoic) (gm),0.1799
Hematocrit (%),PFA 22:5 (Docosapentaenoic) (gm),0.0143
Phosphorus (mg),PFA 22:5 (Docosapentaenoic) (gm),0.1268
White blood cell count (1000 cells/uL),PFA 22:5 (Docosapentaenoic) (gm),-0.0397
Total protein (g/L),PFA 22:5 (Docosapentaenoic) (gm),-0.1122
Vitamin K (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.1529
Selenium (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.2032
SFA 18:0 (Octadecanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0256
SFA 12:0 (Dodecanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0687
"Glucose, serum (mmol/L)",PFA 22:5 (Docosapentaenoic) (gm),-0.0073
"Vitamin A, RAE (mcg)",PFA 22:5 (Docosapentaenoic) (gm),0.0931
Cholesterol (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0338
Globulin (g/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0651
SFA 10:0 (Decanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.025
Red blood cell count (million cells/uL),PFA 22:5 (Docosapentaenoic) (gm),-0.0235
SFA 14:0 (Tetradecanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0013
Sodium (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0141
Lymphocyte number,PFA 22:5 (Docosapentaenoic) (gm),-0.0529
Cotinine (ng/mL),PFA 22:5 (Docosapentaenoic) (gm),-4e-04
Osmolality (mmol/Kg),PFA 22:5 (Docosapentaenoic) (gm),0.0711
Total fat (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0822
"Albumin, urine (mg/L) SI",PFA 22:5 (Docosapentaenoic) (gm),-0.0616
Bicarbonate (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0063
Basophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),-0.0059
Vitamin B6 (mg),PFA 22:5 (Docosapentaenoic) (gm),0.2084
Segmented neutrophils number,PFA 22:5 (Docosapentaenoic) (gm),-0.0269
Glycohemoglobin (%),PFA 22:5 (Docosapentaenoic) (gm),0.0091
Thiamin (Vitamin B1) (mg),PFA 22:5 (Docosapentaenoic) (gm),0.0692
Platelet count SI (1000 cells/uL),PFA 22:5 (Docosapentaenoic) (gm),-0.0578
Sodium (mg),PFA 22:5 (Docosapentaenoic) (gm),0.0994
SFA 4:0 (Butanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0624
"Iron, refigerated (umol/L)",PFA 22:5 (Docosapentaenoic) (gm),-0.0421
Albumin (g/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0684
Potassium (mg),PFA 22:5 (Docosapentaenoic) (gm),0.1336
Total saturated fatty acids (gm),PFA 22:5 (Docosapentaenoic) (gm),0.042
Mean platelet volume (fL),PFA 22:5 (Docosapentaenoic) (gm),0.0199
Mean cell volume (fL),PFA 22:5 (Docosapentaenoic) (gm),0.0617
SFA 6:0 (Hexanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.071
Vitamin B12 (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.0602
Mean cell hemoglobin (pg),PFA 22:5 (Docosapentaenoic) (gm),0.0538
Total sugars (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0334
Aspartate aminotransferase AST (U/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0206
Retinol (mcg),PFA 22:5 (Docosapentaenoic) (gm),0.0935
Eosinophils number,PFA 22:5 (Docosapentaenoic) (gm),-0.0504
Creatinine (umol/L),PFA 22:5 (Docosapentaenoic) (gm),0.0879
Phosphorus (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0146
Blood urea nitrogen (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),0.1507
Segmented neutrophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),9e-04
Eosinophils percent (%),PFA 22:5 (Docosapentaenoic) (gm),0.0278
SFA 8:0 (Octanoic) (gm),PFA 22:5 (Docosapentaenoic) (gm),0.0622
Protein (gm),PFA 22:5 (Docosapentaenoic) (gm),0.2225
Red cell distribution width (%),PFA 22:5 (Docosapentaenoic) (gm),-0.0477
Triglycerides (mmol/L),PFA 22:5 (Docosapentaenoic) (gm),-0.0914
Hemoglobin (g/dL),PFA 22:5 (Docosapentaenoic) (gm),0.0148
"Albumin, urine (mg/L) SI",PFA 22:6 (Docosahexaenoic) (gm),-0.0399
"Bilirubin, total (umol/L)",PFA 22:6 (Docosahexaenoic) (gm),0.0391
"Vitamin A, RAE (mcg)",PFA 22:6 (Docosahexaenoic) (gm),0.1948
Mean cell hemoglobin (pg),PFA 22:6 (Docosahexaenoic) (gm),0.0626
Cholesterol (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0455
Segmented neutrophils number,PFA 22:6 (Docosahexaenoic) (gm),-0.022
Alanine aminotransferase ALT (U/L),PFA 22:6 (Docosahexaenoic) (gm),0.0019
Retinol (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.1795
Vitamin C (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1476
SFA 14:0 (Tetradecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1034
Riboflavin (Vitamin B2) (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2069
Phosphorus (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2331
Creatinine (umol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0604
White blood cell count (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.02
Gamma glutamyl transferase (U/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0388
Protein (gm),PFA 22:6 (Docosahexaenoic) (gm),0.2701
Zinc (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1403
Potassium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0087
Hemoglobin (g/dL),PFA 22:6 (Docosahexaenoic) (gm),6e-04
Bicarbonate (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0275
Thiamin (Vitamin B1) (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1716
Chloride (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0172
SFA 8:0 (Octanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1417
Cotinine (ng/mL),PFA 22:6 (Docosahexaenoic) (gm),-0.0307
Total saturated fatty acids (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1442
Potassium (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2321
SFA 10:0 (Decanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1126
Triglycerides (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0887
SFA 16:0 (Hexadecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.158
Globulin (g/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0714
Segmented neutrophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0177
Sodium (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2163
SFA 12:0 (Dodecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1345
SFA 6:0 (Hexanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1593
Uric acid (umol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0172
Phosphorus (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0191
Mean platelet volume (fL),PFA 22:6 (Docosahexaenoic) (gm),0.0015
Total sugars (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1311
Platelet count SI (1000 cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.049
Lactate dehydrogenase LDH (U/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0122
Vitamin B6 (mg),PFA 22:6 (Docosahexaenoic) (gm),0.2295
"Glucose, serum (mmol/L)",PFA 22:6 (Docosahexaenoic) (gm),0.0268
Aspartate aminotransferase AST (U/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0247
Red blood cell count (million cells/uL),PFA 22:6 (Docosahexaenoic) (gm),-0.0421
Total calcium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0215
SFA 4:0 (Butanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.155
Monocyte number,PFA 22:6 (Docosahexaenoic) (gm),-0.0078
Eosinophils number,PFA 22:6 (Docosahexaenoic) (gm),-0.011
Total fat (gm),PFA 22:6 (Docosahexaenoic) (gm),0.1731
Red cell distribution width (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0364
Alkaline phosphotase (U/L),PFA 22:6 (Docosahexaenoic) (gm),-0.0403
Lymphocyte percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.0177
Total polyunsaturated fatty acids (gm),PFA 22:6 (Docosahexaenoic) (gm),0.2524
Sodium (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.025
Basophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.029
Osmolality (mmol/Kg),PFA 22:6 (Docosahexaenoic) (gm),0.0602
Vitamin K (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.2427
Vitamin B12 (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.1263
Albumin (g/L),PFA 22:6 (Docosahexaenoic) (gm),-0.032
Theobromine (mg),PFA 22:6 (Docosahexaenoic) (gm),0.1005
Hematocrit (%),PFA 22:6 (Docosahexaenoic) (gm),-0.0034
Monocyte percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.0114
Total protein (g/L),PFA 22:6 (Docosahexaenoic) (gm),-0.084
Selenium (mcg),PFA 22:6 (Docosahexaenoic) (gm),0.2837
Glycohemoglobin (%),PFA 22:6 (Docosahexaenoic) (gm),0.0162
SFA 18:0 (Octadecanoic) (gm),PFA 22:6 (Docosahexaenoic) (gm),0.137
Basophils number,PFA 22:6 (Docosahexaenoic) (gm),-0.0017
Mean cell volume (fL),PFA 22:6 (Docosahexaenoic) (gm),0.0671
Blood urea nitrogen (mmol/L),PFA 22:6 (Docosahexaenoic) (gm),0.0929
Eosinophils percent (%),PFA 22:6 (Docosahexaenoic) (gm),0.0336
Lymphocyte number,PFA 22:6 (Docosahexaenoic) (gm),-0.0023
"Iron, refigerated (umol/L)",PFA 22:6 (Docosahexaenoic) (gm),-0.043
"Glucose, serum (mmol/L)",Total polyunsaturated fatty acids (gm),-0.0477
Theobromine (mg),Total polyunsaturated fatty acids (gm),0.0812
SFA 4:0 (Butanoic) (gm),Total polyunsaturated fatty acids (gm),0.2898
Vitamin B6 (mg),Total polyunsaturated fatty acids (gm),0.4059
Retinol (mcg),Total polyunsaturated fatty acids (gm),0.3651
Lymphocyte number,Total polyunsaturated fatty acids (gm),-0.0273
Vitamin B12 (mcg),Total polyunsaturated fatty acids (gm),0.2963
Chloride (mmol/L),Total polyunsaturated fatty acids (gm),-0.0026
Eosinophils number,Total polyunsaturated fatty acids (gm),0.0132
Monocyte number,Total polyunsaturated fatty acids (gm),0.0181
SFA 18:0 (Octadecanoic) (gm),Total polyunsaturated fatty acids (gm),0.8093
Monocyte percent (%),Total polyunsaturated fatty acids (gm),0.0304
Sodium (mmol/L),Total polyunsaturated fatty acids (gm),0.0111
Lactate dehydrogenase LDH (U/L),Total polyunsaturated fatty acids (gm),-0.0214
White blood cell count (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.0093
Cotinine (ng/mL),Total polyunsaturated fatty acids (gm),-0.0754
SFA 8:0 (Octanoic) (gm),Total polyunsaturated fatty acids (gm),0.2723
Platelet count SI (1000 cells/uL),Total polyunsaturated fatty acids (gm),-0.0913
Mean platelet volume (fL),Total polyunsaturated fatty acids (gm),0.035
Riboflavin (Vitamin B2) (mg),Total polyunsaturated fatty acids (gm),0.4146
Hematocrit (%),Total polyunsaturated fatty acids (gm),0.0101
Uric acid (umol/L),Total polyunsaturated fatty acids (gm),-0.0243
Basophils number,Total polyunsaturated fatty acids (gm),0.0019
Sodium (mg),Total polyunsaturated fatty acids (gm),0.595
"Vitamin A, RAE (mcg)",Total polyunsaturated fatty acids (gm),0.5775
Selenium (mcg),Total polyunsaturated fatty acids (gm),0.5026
Hemoglobin (g/dL),Total polyunsaturated fatty acids (gm),0.0157
Blood urea nitrogen (mmol/L),Total polyunsaturated fatty acids (gm),0.0699
Red blood cell count (million cells/uL),Total polyunsaturated fatty acids (gm),-0.0125
Triglycerides (mmol/L),Total polyunsaturated fatty acids (gm),-0.1137
Globulin (g/L),Total polyunsaturated fatty acids (gm),-0.0652
SFA 14:0 (Tetradecanoic) (gm),Total polyunsaturated fatty acids (gm),0.5925
Total fat (gm),Total polyunsaturated fatty acids (gm),0.9183
Potassium (mg),Total polyunsaturated fatty acids (gm),0.4944
Total protein (g/L),Total polyunsaturated fatty acids (gm),-0.0567
Bicarbonate (mmol/L),Total polyunsaturated fatty acids (gm),0.0114
"Bilirubin, total (umol/L)",Total polyunsaturated fatty acids (gm),-0.0139
Alkaline phosphotase (U/L),Total polyunsaturated fatty acids (gm),-0.0087
Thiamin (Vitamin B1) (mg),Total polyunsaturated fatty acids (gm),0.4463
Total sugars (gm),Total polyunsaturated fatty acids (gm),0.4081
Mean cell hemoglobin (pg),Total polyunsaturated fatty acids (gm),0.0408
Basophils percent (%),Total polyunsaturated fatty acids (gm),-0.0348
SFA 16:0 (Hexadecanoic) (gm),Total polyunsaturated fatty acids (gm),0.8504
Creatinine (umol/L),Total polyunsaturated fatty acids (gm),0.0312
Potassium (mmol/L),Total polyunsaturated fatty acids (gm),0.0505
Vitamin K (mcg),Total polyunsaturated fatty acids (gm),0.8187
Glycohemoglobin (%),Total polyunsaturated fatty acids (gm),-0.0507
Aspartate aminotransferase AST (U/L),Total polyunsaturated fatty acids (gm),0.0337
Mean cell volume (fL),Total polyunsaturated fatty acids (gm),0.04
Phosphorus (mg),Total polyunsaturated fatty acids (gm),0.5187
Albumin (g/L),Total polyunsaturated fatty acids (gm),0.0012
Protein (gm),Total polyunsaturated fatty acids (gm),0.5732
SFA 12:0 (Dodecanoic) (gm),Total polyunsaturated fatty acids (gm),0.3749
Vitamin C (mg),Total polyunsaturated fatty acids (gm),0.375
Phosphorus (mmol/L),Total polyunsaturated fatty acids (gm),0.0052
Eosinophils percent (%),Total polyunsaturated fatty acids (gm),0.031
Zinc (mg),Total polyunsaturated fatty acids (gm),0.4639
Osmolality (mmol/Kg),Total polyunsaturated fatty acids (gm),0.0307
Lymphocyte percent (%),Total polyunsaturated fatty acids (gm),-0.0186
Segmented neutrophils percent (%),Total polyunsaturated fatty acids (gm),0.0222
"Albumin, urine (mg/L) SI",Total polyunsaturated fatty acids (gm),-0.0537
SFA 6:0 (Hexanoic) (gm),Total polyunsaturated fatty acids (gm),0.2966
Alanine aminotransferase ALT (U/L),Total polyunsaturated fatty acids (gm),-0.0274
Total calcium (mmol/L),Total polyunsaturated fatty acids (gm),0.0102
Cholesterol (mmol/L),Total polyunsaturated fatty acids (gm),-0.0847
Red cell distribution width (%),Total polyunsaturated fatty acids (gm),-0.0405
Segmented neutrophils number,Total polyunsaturated fatty acids (gm),0.0028
Gamma glutamyl transferase (U/L),Total polyunsaturated fatty acids (gm),-0.0485
